TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,anomaly_score,fraud_flag,ai_explanation
TX000727,AC00043,729.38,14-11-2023 17:23,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65,04-11-2024 08:08,0.09559992639080972,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0956. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000728,AC00012,137.49,26-07-2023 16:54,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,04-11-2024 08:07,0.17309728770941635,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1731. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000729,AC00244,504.71,10-04-2023 18:27,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,04-11-2024 08:08,0.14387175464802632,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1439. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000730,AC00395,371.47,30-05-2023 16:15,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04,04-11-2024 08:07,0.16963023483528994,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1696. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000731,AC00253,430.35,20-02-2023 17:23,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,04-11-2024 08:10,0.12432941217017557,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1243. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000732,AC00394,230.32,15-05-2023 18:15,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,04-11-2024 08:08,0.16658447281120797,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1666. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000733,AC00457,121.71,05-09-2023 17:02,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,04-11-2024 08:11,0.1853326300617224,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1853. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000734,AC00046,98.87,03-01-2023 17:51,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,04-11-2024 08:06,0.13887861610770164,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1389. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000735,AC00011,117.55,19-05-2023 16:35,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94,04-11-2024 08:11,0.1570304915690986,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1570. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000736,AC00045,244.64,21-02-2023 18:41,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,04-11-2024 08:06,0.16596567730499007,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1660. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000737,AC00181,321.93,04-12-2023 18:27,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,04-11-2024 08:07,0.14064624085594607,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1406. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000738,AC00149,1092.73,23-01-2023 17:24,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,04-11-2024 08:07,0.0006026117596273917,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0006. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000739,AC00288,283.23,06-02-2023 16:48,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,04-11-2024 08:07,0.17604841178512215,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1760. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000740,AC00014,346.65,01-01-2024 16:17,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,04-11-2024 08:06,0.1599537998988913,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1600. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000741,AC00153,381.62,27-01-2023 16:40,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,04-11-2024 08:11,0.15812572277099712,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1581. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000742,AC00164,388.65,21-02-2023 16:02,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,04-11-2024 08:08,0.08349512794337266,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0835. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000743,AC00159,29.22,06-07-2023 18:16,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,04-11-2024 08:09,0.15865815552478485,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1587. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000744,AC00360,46.75,31-07-2023 17:37,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43,04-11-2024 08:09,0.14225141535329333,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1423. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000745,AC00326,348.64,09-06-2023 17:12,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,04-11-2024 08:11,0.17032830921453118,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1703. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000746,AC00110,319.17,11-01-2023 16:58,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,04-11-2024 08:08,0.14112379745287457,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1411. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000747,AC00110,73.95,03-11-2023 16:39,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92,04-11-2024 08:07,0.16520856848330684,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1652. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000748,AC00257,389.63,16-02-2023 16:20,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,04-11-2024 08:08,0.13182148675962252,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1318. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000749,AC00145,217.61,16-03-2023 17:36,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,04-11-2024 08:10,0.14689602630444887,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1469. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000750,AC00455,199.84,16-01-2023 16:01,Debit,Dallas,D000330,48.19.99.211,M082,ATM,21,Student,150,1,706.44,04-11-2024 08:09,0.16803099307616165,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1680. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000751,AC00282,56.35,09-02-2023 16:09,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,04-11-2024 08:07,0.1752468047517784,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1752. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000752,AC00045,248.95,16-06-2023 16:19,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,65,Retired,29,1,3059.79,04-11-2024 08:09,0.12703793101087935,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1270. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000753,AC00390,142.58,19-06-2023 16:20,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23,04-11-2024 08:06,0.17410704964494422,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1741. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000754,AC00032,1020.73,24-07-2023 16:42,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,04-11-2024 08:11,0.07175710686176762,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0718. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000755,AC00153,84.34,08-06-2023 16:27,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,04-11-2024 08:09,-0.01585517326013508,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0159. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000756,AC00460,1607.55,07-09-2023 16:27,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,6227.99,04-11-2024 08:07,-0.02175330358298566,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0218. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000757,AC00154,333.78,30-11-2023 17:53,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,04-11-2024 08:07,0.17800874539259243,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1780. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000758,AC00190,332.59,13-07-2023 17:50,Debit,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07,04-11-2024 08:09,0.17100253797528192,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1710. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000759,AC00156,236.81,26-10-2023 16:59,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68,04-11-2024 08:07,0.11879571816096324,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1188. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000760,AC00005,417.8,26-06-2023 16:21,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,27,Student,130,1,1518.82,04-11-2024 08:09,0.17323709109426377,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1732. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000761,AC00126,319.27,07-08-2023 16:54,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,04-11-2024 08:12,0.14535970322503,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1454. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000762,AC00201,384.1,24-05-2023 18:32,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79,04-11-2024 08:11,0.14973684731499964,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1497. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000763,AC00165,820.62,03-03-2023 17:18,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8,04-11-2024 08:07,0.1147192185606109,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1147. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000764,AC00420,474.77,25-12-2023 16:28,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59,04-11-2024 08:08,0.14746196176860893,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1475. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000765,AC00329,542.72,04-09-2023 18:37,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8,04-11-2024 08:08,0.1569810788418356,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1570. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000766,AC00037,79.8,22-12-2023 17:17,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,73,Retired,76,1,6372.58,04-11-2024 08:06,0.13983302107697781,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1398. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000767,AC00293,46.24,13-03-2023 16:05,Debit,San Diego,D000590,80.155.14.197,M043,Branch,57,Engineer,52,1,2569.56,04-11-2024 08:07,0.15032585697763096,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1503. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000768,AC00481,327.8,23-11-2023 17:44,Debit,San Francisco,D000517,90.111.245.138,M054,ATM,61,Doctor,54,1,10585.48,04-11-2024 08:09,0.1261187392020245,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1261. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000769,AC00233,445.79,07-07-2023 17:19,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99,04-11-2024 08:12,0.15166984499580272,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1517. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000770,AC00235,55.89,17-08-2023 16:54,Debit,Fresno,D000461,175.230.206.232,M026,Online,72,Retired,150,1,3689.65,04-11-2024 08:11,0.13233447385983,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1323. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000771,AC00324,158.41,09-02-2023 16:28,Debit,Sacramento,D000122,188.225.207.71,M013,Branch,28,Student,16,1,1512.16,04-11-2024 08:10,0.14063951340667924,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1406. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000772,AC00029,101.19,29-11-2023 18:38,Credit,Denver,D000524,80.155.14.197,M033,Online,64,Doctor,75,1,14389.45,04-11-2024 08:09,0.07976054028202251,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0798. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000773,AC00093,827.14,17-01-2023 17:25,Debit,El Paso,D000645,215.97.143.157,M018,Branch,36,Engineer,265,4,9800.21,04-11-2024 08:08,-0.09666787600090498,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0967. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000774,AC00141,61.97,22-05-2023 18:45,Debit,Phoenix,D000487,10.223.224.50,M056,ATM,74,Retired,95,1,7014.69,04-11-2024 08:10,0.12961362259672288,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1296. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000775,AC00061,27.21,14-06-2023 16:34,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61,04-11-2024 08:06,0.10431219155768778,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1043. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000776,AC00092,173.74,08-09-2023 17:48,Debit,Houston,D000127,161.177.41.214,M074,Online,80,Retired,64,1,4913.42,04-11-2024 08:11,0.09479841935015809,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0948. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000777,AC00354,176.11,10-08-2023 16:48,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35,04-11-2024 08:10,0.16933382075206777,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1693. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000778,AC00358,88.4,10-11-2023 18:02,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1,2567.53,04-11-2024 08:09,0.15300080839377295,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1530. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000779,AC00078,567.92,20-06-2023 16:27,Debit,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1,3779.47,04-11-2024 08:12,0.10670119864395211,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1067. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000780,AC00013,138.11,11-12-2023 17:29,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1,4177.65,04-11-2024 08:07,0.16045115679724847,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1605. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000781,AC00030,456.93,26-09-2023 16:18,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76,04-11-2024 08:09,0.134992770224852,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1350. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000782,AC00074,101.42,25-04-2023 17:00,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1,6530.59,04-11-2024 08:12,0.15929249920740557,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1593. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000783,AC00399,300.61,01-05-2023 17:21,Debit,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54,04-11-2024 08:11,0.16380813034763925,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1638. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000784,AC00323,265.94,05-06-2023 16:11,Debit,Boston,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3,04-11-2024 08:06,0.1803415373180675,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1803. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000785,AC00107,345.54,24-01-2023 16:05,Debit,San Diego,D000054,215.97.143.157,M050,Online,29,Engineer,50,1,2091.78,04-11-2024 08:11,0.1603720360996173,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1604. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000786,AC00211,411.52,10-01-2023 17:40,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39,04-11-2024 08:09,0.13362655352149683,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1336. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000787,AC00297,111.21,21-08-2023 18:36,Debit,Portland,D000401,216.151.64.40,M076,Branch,35,Doctor,111,1,9088.36,04-11-2024 08:12,0.1663925018887109,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1664. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000788,AC00102,316.37,28-08-2023 17:34,Debit,Colorado Springs,D000599,218.83.2.94,M088,ATM,53,Engineer,86,1,4671.69,04-11-2024 08:08,0.18202205392165843,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1820. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000789,AC00196,260.63,20-12-2023 18:58,Debit,Fort Worth,D000564,36.13.239.172,M005,Branch,37,Engineer,142,1,7534.73,04-11-2024 08:08,0.17690247105695672,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1769. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000790,AC00342,92.36,27-03-2023 16:48,Debit,Dallas,D000598,3.200.166.167,M092,ATM,29,Engineer,144,1,6353.14,04-11-2024 08:07,0.168246792984802,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1682. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000791,AC00027,262.06,11-09-2023 16:09,Debit,Oklahoma City,D000408,44.73.3.217,M029,Branch,63,Doctor,118,1,13587.52,04-11-2024 08:10,0.09029995774952704,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0903. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000792,AC00339,64.5,17-08-2023 18:32,Debit,Denver,D000076,18.72.115.111,M062,ATM,74,Retired,230,1,1351.24,04-11-2024 08:08,0.07907338549276,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0791. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000793,AC00468,253.55,11-01-2023 16:56,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,28,Engineer,85,5,2797.26,04-11-2024 08:09,-0.05347164488558487,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0535. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000794,AC00262,408.28,15-03-2023 16:33,Credit,Nashville,D000638,142.148.226.178,M028,Branch,21,Student,125,3,1222.77,04-11-2024 08:10,0.015304616246954783,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0153. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000795,AC00425,175.94,05-06-2023 16:16,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,57,Retired,89,1,3728.04,04-11-2024 08:07,0.177073306642046,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1771. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000796,AC00161,199.47,14-08-2023 16:26,Debit,Detroit,D000585,82.88.241.226,M041,Online,57,Doctor,142,1,6067.44,04-11-2024 08:07,0.18150222022287493,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1815. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000797,AC00417,51.07,23-01-2023 18:06,Debit,Dallas,D000114,162.198.218.92,M017,Branch,63,Retired,133,1,4292.16,04-11-2024 08:12,0.15495398571681862,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1550. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000798,AC00208,435.86,29-12-2023 17:17,Debit,Jacksonville,D000471,147.125.143.41,M075,ATM,56,Retired,134,1,3801.82,04-11-2024 08:09,0.1639825433899712,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1640. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000799,AC00304,74.73,30-01-2023 17:17,Credit,Jacksonville,D000566,92.180.81.50,M009,Branch,64,Retired,162,1,6353.22,04-11-2024 08:08,0.15720414590086523,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1572. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000800,AC00166,182.79,25-10-2023 16:21,Credit,Louisville,D000499,35.73.67.98,M013,Online,23,Student,14,1,1251.85,04-11-2024 08:06,0.12941566568222435,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1294. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000801,AC00279,628.36,20-01-2023 16:09,Debit,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1,11869.71,04-11-2024 08:07,0.10346973541864696,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1035. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000802,AC00114,268.39,21-02-2023 18:13,Debit,San Antonio,D000224,81.102.230.41,M021,Online,29,Doctor,177,1,9409.43,04-11-2024 08:11,0.1390151151137995,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1390. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000803,AC00411,362.27,11-05-2023 16:36,Debit,Jacksonville,D000073,69.160.14.157,M051,ATM,80,Retired,47,1,6003.59,04-11-2024 08:07,0.08656592860346429,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0866. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000804,AC00380,560.15,14-08-2023 18:01,Credit,Memphis,D000493,93.169.212.219,M059,Online,50,Engineer,92,1,817.83,04-11-2024 08:10,0.13397484016878924,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1340. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000805,AC00272,351.99,12-06-2023 16:58,Debit,Chicago,D000513,15.176.70.194,M001,ATM,80,Retired,45,2,3663.64,04-11-2024 08:11,-0.006648027629251763,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0066. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000806,AC00202,132.36,13-03-2023 17:01,Debit,Colorado Springs,D000203,41.0.10.107,M094,Branch,28,Student,160,1,319.65,04-11-2024 08:10,0.17032415459644212,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1703. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000807,AC00053,24.77,01-11-2023 16:55,Credit,Nashville,D000449,223.32.70.156,M002,Online,40,Engineer,17,1,478.23,04-11-2024 08:07,0.10533108935560803,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1053. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000808,AC00316,668.67,07-11-2023 17:38,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81,04-11-2024 08:06,-0.0740507336849866,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0741. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000809,AC00422,80.24,19-05-2023 17:28,Credit,New York,D000604,190.92.63.219,M016,Branch,53,Doctor,58,1,8012.81,04-11-2024 08:12,0.16544666048595713,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1654. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000810,AC00083,8.65,20-11-2023 16:28,Debit,Mesa,D000105,217.233.219.196,M060,ATM,68,Retired,198,1,4201.22,04-11-2024 08:11,0.10432556687263322,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1043. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX000811,AC00125,178.91,15-03-2023 16:37,Debit,Omaha,D000041,35.67.21.23,M035,ATM,18,Student,19,1,8870.89,04-11-2024 08:07,0.0835966973230654,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0836. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
